ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Profit,Prior_purchases,Product_importance,Order_date,Ship_Date,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Product Category,Product sub Category
1209,A,Road,3,1,154,7.7,2,low,07-01-2023,10-01-2023,F,44,1994,1,Furniture,Bookcases
1210,B,Road,5,1,238,11.9,3,low,04-09-2022,06-09-2022,M,32,3832,1,Furniture,Bookcases
1211,C,Road,5,5,128,6.4,5,low,24-02-2021,03-03-2021,M,34,1008,1,Furniture,Bookcases
1212,F,Road,4,1,140,7,3,Critical ,08-11-2021,18-11-2021,M,9,1431,1,Furniture,Bookcases
1213,D,Road,2,4,187,9.35,3,low,19-01-2023,27-01-2023,M,50,3878,1,Furniture,Bookcases
1214,F,Road,4,3,256,12.8,3,low,16-05-2020,26-05-2020,F,15,3155,1,Furniture,Bookcases
1215,A,Road,3,3,270,13.5,4,low,08-01-2021,13-01-2021,F,18,2397,1,Furniture,Bookcases
1216,B,Road,4,2,202,10.1,2,low,04-05-2022,11-05-2022,F,45,3008,1,Furniture,Bookcases
1217,C,Road,3,5,256,12.8,3,low,14-03-2023,18-03-2023,F,62,2971,1,Furniture,Bookcases
1218,F,Road,4,3,135,6.75,2,Critical ,11-01-2023,13-01-2023,F,37,1597,1,Furniture,Bookcases
1219,D,Road,4,4,184,9.2,4,Critical ,25-07-2023,01-08-2023,M,8,2306,1,Furniture,Bookcases
1220,F,Road,5,5,169,8.45,4,Critical ,21-12-2022,24-12-2022,F,23,1922,1,Furniture,Bookcases
1221,A,Road,3,2,178,8.9,4,Critical ,02-07-2023,09-07-2023,F,48,1079,1,Furniture,Bookcases
1222,B,Road,4,5,265,13.25,3,Critical ,04-05-2022,10-05-2022,F,41,3101,1,Furniture,Bookcases
1223,C,Road,4,3,217,10.85,2,Critical ,19-06-2022,29-06-2022,M,22,2138,1,Furniture,Bookcases
1224,F,Road,3,1,258,12.9,2,Critical ,15-09-2022,21-09-2022,M,11,2791,1,Furniture,Bookcases
1225,D,Road,3,3,218,10.9,2,Critical ,07-06-2023,09-06-2023,M,9,2069,1,Furniture,Bookcases
1226,F,Road,3,1,135,6.75,2,Critical ,26-05-2020,04-06-2020,M,7,1316,1,Furniture,Bookcases
1227,A,Road,3,3,150,7.5,2,Critical ,03-10-2021,09-10-2021,F,61,1053,1,Furniture,Bookcases
1228,B,Road,3,4,200,10,3,Critical ,29-02-2020,09-03-2020,F,49,2942,1,Furniture,Bookcases
1229,C,Flight,6,1,136,6.8,3,Critical,29-09-2022,07-10-2022,M,12,1592,1,Furniture,Bookcases
1230,F,Flight,3,2,119,5.95,2,low,19-06-2021,24-06-2021,M,32,1791,1,Furniture,Bookcases
1231,D,Flight,5,4,212,10.6,6,Critical ,09-04-2023,16-04-2023,F,5,2041,1,Furniture,Bookcases
1232,F,Flight,4,2,272,13.6,2,low,03-04-2023,13-04-2023,M,57,2377,1,Furniture,Bookcases
1233,A,Flight,4,2,166,8.3,3,low,23-04-2021,03-05-2021,M,5,1610,1,Furniture,Bookcases
1234,B,Flight,3,5,176,8.8,3,Critical,08-01-2020,10-01-2020,F,1,1982,1,Furniture,Bookcases
1235,C,Flight,2,3,280,14,4,low,07-12-2023,09-12-2023,M,17,3555,1,Furniture,Bookcases
1236,F,Flight,3,2,169,8.45,2,Critical ,12-03-2020,19-03-2020,F,19,1922,1,Furniture,Bookcases
1237,D,Flight,3,1,231,11.55,6,Critical ,05-11-2022,12-11-2022,F,64,3627,1,Furniture,Bookcases
1238,F,Flight,4,1,140,7,2,low,04-12-2020,14-12-2020,F,5,1274,1,Furniture,Bookcases
1239,A,Flight,3,5,183,9.15,3,Critical ,14-10-2022,23-10-2022,F,44,3158,1,Furniture,Bookcases
1240,B,Flight,4,5,157,7.85,3,Critical ,03-11-2023,13-11-2023,M,28,1557,1,Furniture,Bookcases
1241,C,Flight,4,5,210,10.5,4,Critical ,26-01-2020,02-02-2020,F,28,3905,1,Furniture,Bookcases
1242,F,Flight,4,5,227,11.35,4,low,21-08-2023,25-08-2023,F,20,2217,1,Furniture,Bookcases
1243,D,Flight,4,1,250,12.5,2,Critical ,20-09-2021,29-09-2021,M,45,3021,1,Furniture,Bookcases
1244,F,Flight,6,3,171,8.55,5,Critical,12-11-2020,21-11-2020,M,61,1947,1,Furniture,Bookcases
1245,A,Flight,4,2,136,6.8,2,Critical ,20-10-2022,28-10-2022,F,17,1285,1,Furniture,Bookcases
1246,B,Flight,4,3,258,12.9,3,Critical ,11-06-2020,19-06-2020,M,58,2579,1,Furniture,Bookcases
1247,C,Flight,6,2,271,13.55,5,low,19-04-2022,26-04-2022,M,14,2514,1,Furniture,Bookcases
1248,F,Flight,4,4,197,9.85,3,low,16-12-2021,26-12-2021,F,29,2915,1,Furniture,Bookcases
1249,D,Flight,5,2,217,10.85,3,low,03-02-2021,10-02-2021,M,27,2999,1,Furniture,Bookcases
1250,F,Flight,4,1,247,12.35,3,low,14-02-2020,23-02-2020,F,9,2414,1,Furniture,Bookcases
1251,A,Ship,4,4,192,9.6,4,Critical ,18-09-2021,27-09-2021,F,46,3599,1,Furniture,Bookcases
1252,B,Ship,3,1,254,12.7,3,Critical ,31-01-2022,09-02-2022,M,6,3496,1,Furniture,Bookcases
1253,C,Ship,5,5,226,11.3,3,Critical ,21-04-2021,27-04-2021,F,65,3840,1,Furniture,Bookcases
1254,F,Ship,5,3,197,9.85,2,low,02-05-2022,04-05-2022,F,48,2481,1,Furniture,Bookcases
1255,D,Ship,3,1,203,10.15,4,Critical ,22-04-2022,24-04-2022,M,12,2779,1,Furniture,Bookcases
1256,F,Ship,4,5,196,9.8,3,Critical ,07-09-2022,14-09-2022,M,16,3722,1,Furniture,Bookcases
1257,A,Ship,2,2,180,9,3,low,07-01-2023,09-01-2023,M,33,1217,1,Furniture,Bookcases
1258,B,Ship,3,5,219,10.95,3,low,09-06-2021,19-06-2021,F,54,3145,1,Furniture,Bookcases
1259,C,Ship,4,4,266,13.3,2,low,19-09-2021,28-09-2021,F,15,3425,1,Furniture,Bookcases
1260,F,Ship,5,1,144,7.2,2,low,23-03-2023,31-03-2023,F,20,1082,1,Furniture,Bookcases
1261,D,Ship,5,3,197,9.85,2,low,18-02-2023,24-02-2023,F,12,3400,1,Furniture,Bookcases
1262,F,Ship,4,1,258,12.9,3,Critical ,12-03-2020,20-03-2020,F,4,3686,1,Furniture,Bookcases
1263,A,Ship,3,3,187,9.35,3,low,24-11-2021,28-11-2021,F,63,2481,1,Furniture,Bookcases
1264,B,Ship,5,4,184,9.2,3,low,16-07-2020,19-07-2020,M,9,3332,1,Furniture,Bookcases
1265,C,Ship,4,3,142,7.1,2,Critical ,16-09-2022,25-09-2022,F,63,1615,1,Furniture,Bookcases
1266,F,Ship,3,5,283,14.15,5,low,23-09-2023,03-10-2023,F,50,2848,1,Furniture,Bookcases
1267,D,Ship,4,2,221,11.05,2,low,26-01-2021,01-02-2021,F,13,3097,1,Furniture,Bookcases
1268,F,Ship,3,2,233,11.65,5,low,14-02-2020,20-02-2020,M,44,2010,1,Furniture,Bookcases
1269,A,Ship,6,4,129,6.45,5,low,18-03-2023,28-03-2023,F,58,1463,1,Furniture,Bookcases
1270,B,Ship,3,4,154,7.7,2,Critical ,13-04-2023,20-04-2023,F,43,1542,1,Furniture,Bookcases
1271,C,Ship,4,4,158,7.9,3,Critical ,16-05-2021,19-05-2021,M,63,1387,1,Furniture,Bookcases
1272,F,Ship,5,3,236,11.8,6,Critical ,18-03-2021,23-03-2021,M,9,3715,1,Furniture,Bookcases
1273,D,Ship,3,5,257,12.85,3,low,15-09-2022,18-09-2022,F,52,2170,1,Furniture,Bookcases
1274,F,Ship,4,5,160,8,3,Critical ,30-12-2023,03-01-2024,M,50,1511,1,Furniture,Bookcases
1275,A,Ship,4,2,255,12.75,4,low,13-02-2021,16-02-2021,F,62,3198,1,Furniture,Bookcases
1276,B,Ship,4,3,210,10.5,2,Critical ,22-07-2021,24-07-2021,M,22,3124,1,Furniture,Bookcases
1277,C,Ship,5,3,169,8.45,4,Critical ,01-09-2021,06-09-2021,F,37,1290,1,Furniture,Bookcases
1278,F,Ship,3,1,275,13.75,2,Critical,03-10-2022,10-10-2022,F,1,2597,1,Furniture,Bookcases
1279,D,Ship,3,2,185,9.25,3,Critical ,23-09-2022,26-09-2022,M,47,2467,1,Furniture,Bookcases
1280,F,Ship,3,2,213,10.65,2,Critical ,03-10-2022,11-10-2022,F,54,2809,1,Furniture,Bookcases
1281,A,Ship,3,4,179,8.95,3,Critical,26-01-2023,02-02-2023,M,57,1582,1,Furniture,Bookcases
1282,B,Ship,3,3,110,5.5,3,low,24-03-2022,26-03-2022,M,7,1235,1,Furniture,Bookcases
1283,C,Ship,3,4,216,10.8,3,low,18-03-2020,22-03-2020,F,41,2042,1,Furniture,Bookcases
1284,F,Ship,4,1,267,13.35,3,Critical ,05-05-2021,12-05-2021,M,37,2716,1,Furniture,Bookcases
1285,D,Ship,5,4,214,10.7,2,Critical ,23-01-2022,27-01-2022,F,1,3709,1,Furniture,Bookcases
1286,F,Ship,5,2,196,9.8,3,low,29-12-2021,01-01-2022,M,38,2211,1,Furniture,Bookcases
1287,A,Ship,2,2,192,9.6,2,low,05-09-2023,12-09-2023,F,8,3127,1,Furniture,Bookcases
1288,B,Ship,4,1,191,9.55,3,low,15-03-2020,18-03-2020,M,4,2724,1,Furniture,Bookcases
1289,C,Ship,3,4,222,11.1,3,Critical ,26-08-2021,28-08-2021,M,57,2714,1,Furniture,Bookcases
1290,F,Ship,3,3,141,7.05,3,Critical ,16-01-2022,25-01-2022,M,10,1751,1,Furniture,Bookcases
1291,D,Ship,4,3,242,12.1,3,low,02-12-2020,09-12-2020,M,1,2808,1,Furniture,Bookcases
1292,F,Ship,3,4,212,10.6,2,Critical,29-03-2020,31-03-2020,M,13,2733,1,Furniture,Bookcases
1293,A,Ship,5,5,133,6.65,3,Critical ,19-04-2023,29-04-2023,F,21,1648,1,Furniture,Bookcases
1294,B,Ship,5,5,254,12.7,5,low,30-04-2022,04-05-2022,F,35,2508,1,Furniture,Bookcases
1295,C,Ship,4,3,190,9.5,3,Critical ,03-09-2021,09-09-2021,F,2,2125,1,Furniture,Bookcases
1296,F,Ship,5,3,185,9.25,3,low,05-05-2022,08-05-2022,M,25,2503,1,Furniture,Bookcases
1297,D,Ship,3,5,191,9.55,3,Critical ,22-07-2023,28-07-2023,M,54,3890,1,Furniture,Bookcases
1298,F,Ship,4,4,158,7.9,2,Critical ,01-02-2023,04-02-2023,M,15,1030,1,Furniture,Bookcases
1299,A,Ship,3,5,171,8.55,3,low,21-09-2020,23-09-2020,F,49,1333,1,Furniture,Bookcases
1300,B,Ship,3,4,160,8,2,Critical ,17-09-2020,27-09-2020,M,32,1085,1,Furniture,Bookcases
1301,C,Ship,4,2,235,11.75,3,low,02-08-2020,11-08-2020,F,21,3088,1,Furniture,Bookcases
1302,F,Ship,4,4,247,12.35,3,low,14-10-2022,20-10-2022,M,55,2361,1,Furniture,Bookcases
1303,D,Ship,4,1,152,7.6,3,Critical ,24-10-2022,29-10-2022,F,65,1706,1,Furniture,Bookcases
1304,F,Ship,4,3,138,6.9,3,Critical ,07-01-2023,12-01-2023,M,15,1080,1,Furniture,Bookcases
1305,A,Ship,5,4,270,13.5,2,Critical,13-09-2022,15-09-2022,F,43,2971,1,Furniture,Bookcases
1306,B,Ship,6,1,193,9.65,4,Critical ,24-10-2021,26-10-2021,M,8,2952,1,Furniture,Bookcases
1307,C,Ship,4,3,252,12.6,2,Critical ,05-12-2020,09-12-2020,M,1,2336,1,Furniture,Bookcases
1308,F,Ship,3,1,203,10.15,2,Critical ,22-09-2023,27-09-2023,F,51,3976,1,Furniture,Bookcases
1309,D,Ship,5,4,141,7.05,3,Critical ,05-11-2020,07-11-2020,M,64,1677,1,Furniture,Bookcases
1310,F,Ship,4,3,197,9.85,3,low,10-06-2023,20-06-2023,F,20,3617,1,Furniture,Bookcases
1311,A,Ship,6,2,142,7.1,3,low,04-07-2022,14-07-2022,F,54,1332,1,Furniture,Bookcases
1312,B,Ship,3,4,161,8.05,3,low,18-12-2022,23-12-2022,F,25,1048,1,Furniture,Bookcases
1313,C,Ship,2,2,139,6.95,3,Critical ,24-04-2020,02-05-2020,F,23,1283,1,Furniture,Bookcases
1314,F,Ship,2,5,186,9.3,2,low,01-04-2023,08-04-2023,M,17,3896,1,Furniture,Bookcases
1315,D,Ship,5,3,190,9.5,3,low,17-02-2023,20-02-2023,M,52,2611,1,Furniture,Bookcases
1316,F,Ship,5,3,186,9.3,4,low,15-01-2021,21-01-2021,M,23,3981,1,Furniture,Bookcases
1317,A,Ship,3,2,181,9.05,3,low,12-10-2020,16-10-2020,F,29,2164,1,Furniture,Bookcases
1318,B,Ship,4,4,111,5.55,6,low,13-11-2020,20-11-2020,M,8,1145,1,Furniture,Bookcases
1319,C,Ship,2,3,159,7.95,3,Critical ,25-08-2023,01-09-2023,M,62,1124,1,Furniture,Bookcases
1320,F,Ship,4,3,205,10.25,3,Critical ,19-01-2023,29-01-2023,F,44,2291,1,Furniture,Bookcases
1321,D,Ship,5,1,134,6.7,3,Critical,25-06-2021,05-07-2021,F,12,1775,1,Furniture,Bookcases
1322,F,Ship,3,1,191,9.55,3,low,12-01-2021,19-01-2021,F,4,3947,1,Furniture,Bookcases
1323,A,Ship,2,3,141,7.05,2,Critical ,18-08-2021,28-08-2021,F,28,1624,1,Furniture,Bookcases
1324,B,Ship,5,1,225,11.25,2,Critical ,01-09-2020,08-09-2020,M,31,3454,1,Furniture,Bookcases
1325,C,Ship,3,5,171,8.55,3,Critical ,14-03-2021,22-03-2021,F,24,1300,1,Furniture,Bookcases
1326,F,Ship,4,3,286,14.3,5,low,13-09-2023,23-09-2023,M,37,2938,1,Furniture,Bookcases
1327,D,Ship,3,1,255,12.75,5,low,09-02-2022,12-02-2022,F,1,2713,1,Furniture,Bookcases
1328,F,Ship,4,5,113,5.65,6,Critical ,11-09-2020,15-09-2020,M,25,1538,1,Furniture,Bookcases
1329,A,Ship,5,1,201,10.05,3,Critical ,02-01-2023,04-01-2023,F,65,2488,1,Furniture,Bookcases
1330,B,Ship,3,1,184,9.2,3,Critical ,28-05-2022,31-05-2022,F,49,2823,1,Furniture,Bookcases
1331,C,Ship,3,1,199,9.95,2,Critical ,29-01-2023,08-02-2023,F,18,3346,1,Furniture,Bookcases
1332,F,Ship,4,4,255,12.75,2,Critical ,26-11-2022,29-11-2022,M,29,2267,1,Furniture,Bookcases
1333,D,Ship,4,5,269,13.45,4,Critical ,16-07-2023,21-07-2023,M,60,3456,1,Furniture,Bookcases
1334,F,Ship,5,5,260,13,2,low,18-05-2020,23-05-2020,F,23,3065,1,Furniture,Bookcases
1335,A,Ship,3,1,198,9.9,4,Critical ,04-07-2021,07-07-2021,F,44,2848,1,Furniture,Bookcases
1336,B,Ship,4,2,256,12.8,2,Critical ,25-12-2020,31-12-2020,M,10,3128,1,Furniture,Bookcases
1337,C,Ship,3,1,140,7,4,low,25-03-2022,04-04-2022,M,27,1184,1,Furniture,Bookcases
1338,F,Ship,3,4,165,8.25,4,Critical ,13-08-2020,21-08-2020,F,7,1627,1,Furniture,Bookcases
1339,D,Ship,3,3,144,7.2,3,low,16-12-2021,25-12-2021,M,1,1274,1,Furniture,Bookcases
1340,F,Ship,2,2,240,12,3,low,27-02-2020,07-03-2020,M,53,2980,1,Furniture,Bookcases
1341,A,Ship,4,2,183,9.15,4,low,10-07-2022,18-07-2022,M,15,3632,1,Furniture,Bookcases
1342,B,Ship,5,3,201,10.05,2,low,10-03-2021,12-03-2021,M,4,3757,1,Furniture,Bookcases
1343,C,Ship,4,4,216,10.8,2,Critical ,16-12-2022,19-12-2022,F,6,3255,1,Furniture,Bookcases
1344,F,Road,4,5,218,10.9,3,low,15-11-2021,18-11-2021,M,25,2682,1,Furniture,Bookcases
1345,D,Road,3,4,147,7.35,3,low,12-12-2022,16-12-2022,F,2,1307,1,Furniture,Bookcases
1346,F,Road,3,5,264,13.2,2,Critical ,16-04-2020,25-04-2020,F,1,3947,1,Furniture,Bookcases
1347,A,Road,4,4,145,7.25,3,low,09-03-2022,14-03-2022,F,43,1651,1,Furniture,Bookcases
1348,B,Road,3,5,264,13.2,6,low,03-05-2020,07-05-2020,M,30,2751,1,Furniture,Bookcases
1349,C,Road,4,5,253,12.65,2,Critical ,28-09-2021,01-10-2021,F,43,2589,1,Furniture,Bookcases
1350,F,Road,2,4,257,12.85,6,low,15-07-2021,25-07-2021,M,5,3986,1,Furniture,Bookcases
1351,D,Road,4,1,202,10.1,3,Critical,15-08-2021,20-08-2021,M,59,2563,1,Furniture,Bookcases
1352,F,Road,5,5,245,12.25,4,Critical ,03-02-2021,07-02-2021,F,12,2225,1,Furniture,Bookcases
1353,A,Road,4,1,162,8.1,2,low,13-12-2021,18-12-2021,F,47,1540,1,Furniture,Bookcases
1354,B,Road,3,2,158,7.9,3,Critical ,01-01-2021,03-01-2021,F,39,1512,1,Furniture,Bookcases
1355,C,Road,3,1,182,9.1,3,Critical ,16-02-2022,18-02-2022,F,40,3536,1,Furniture,Bookcases
1356,F,Road,3,4,218,10.9,3,Critical ,11-12-2022,17-12-2022,F,4,3534,1,Furniture,Bookcases
1357,D,Road,4,5,201,10.05,3,Critical ,28-12-2020,07-01-2021,M,41,3563,1,Furniture,Bookcases
1358,F,Road,5,1,184,9.2,4,Critical ,27-09-2022,01-10-2022,F,38,2232,1,Furniture,Bookcases
1359,A,Road,4,1,241,12.05,3,Critical ,20-01-2023,30-01-2023,F,61,3812,1,Furniture,Bookcases
1360,B,Road,5,5,263,13.15,2,Critical ,02-12-2023,05-12-2023,M,59,3238,1,Furniture,Bookcases
1361,C,Road,5,5,230,11.5,2,Critical ,10-05-2023,17-05-2023,F,36,3381,1,Furniture,Bookcases
1362,F,Road,3,4,240,12,3,low,27-04-2022,05-05-2022,F,28,2356,1,Furniture,Bookcases
1363,D,Road,4,5,233,11.65,3,Critical ,14-12-2023,21-12-2023,F,43,3856,1,Furniture,Bookcases
1364,F,Road,4,3,237,11.85,2,Critical ,18-02-2023,23-02-2023,M,22,2912,1,Furniture,Bookcases
1365,A,Road,5,4,144,7.2,3,low,09-04-2020,19-04-2020,F,59,1178,1,Furniture,Bookcases
1366,B,Flight,3,1,167,8.35,3,low,27-04-2021,30-04-2021,M,1,1252,1,Furniture,Bookcases
1367,C,Flight,4,5,138,6.9,3,low,13-12-2023,20-12-2023,F,64,1708,1,Furniture,Bookcases
1368,F,Flight,5,3,165,8.25,2,Critical ,10-03-2022,16-03-2022,M,51,1429,1,Furniture,Bookcases
1369,D,Flight,4,3,247,12.35,4,low,12-03-2021,19-03-2021,F,19,3838,1,Furniture,Bookcases
1370,F,Flight,3,2,152,7.6,6,low,18-04-2020,22-04-2020,F,7,1674,1,Furniture,Bookcases
1371,A,Flight,5,3,199,9.95,4,low,18-03-2022,26-03-2022,F,24,3473,1,Furniture,Bookcases
1372,B,Flight,5,4,268,13.4,3,Critical ,21-11-2023,30-11-2023,M,6,2206,1,Furniture,Bookcases
1373,C,Flight,4,5,150,7.5,2,low,29-06-2023,07-07-2023,F,30,1782,1,Furniture,Bookcases
1374,F,Flight,5,5,190,9.5,4,Critical ,18-12-2020,27-12-2020,F,47,3644,1,Furniture,Bookcases
1375,D,Flight,4,3,153,7.65,4,low,26-08-2021,31-08-2021,M,36,1171,1,Furniture,Bookcases
1376,F,Flight,4,2,185,9.25,3,low,14-04-2020,22-04-2020,M,27,3410,1,Furniture,Bookcases
1377,A,Flight,5,1,274,13.7,3,Critical ,02-09-2021,06-09-2021,M,58,2098,1,Furniture,Bookcases
1378,B,Flight,4,3,258,12.9,2,Critical,07-12-2022,12-12-2022,M,11,2252,1,Furniture,Bookcases
1379,C,Flight,3,1,110,5.5,3,low,11-08-2020,18-08-2020,F,54,1155,1,Furniture,Bookcases
1380,F,Flight,3,5,240,12,6,low,09-04-2021,12-04-2021,M,21,3559,1,Furniture,Bookcases
1381,D,Flight,6,5,118,5.9,2,low,03-12-2023,10-12-2023,F,6,1726,1,Furniture,Bookcases
1382,F,Flight,3,2,243,12.15,2,low,17-06-2021,19-06-2021,F,38,3850,1,Furniture,Bookcases
1383,A,Flight,6,2,225,11.25,6,low,23-03-2023,31-03-2023,M,44,2057,1,Furniture,Bookcases
1384,B,Flight,3,2,238,11.9,4,Critical ,14-02-2021,22-02-2021,F,49,3179,1,Furniture,Bookcases
1385,C,Flight,4,4,127,6.35,5,low,15-08-2022,20-08-2022,F,16,1955,1,Furniture,Bookcases
1386,F,Flight,3,5,166,8.3,2,low,15-11-2022,17-11-2022,M,45,1665,1,Furniture,Bookcases
1387,D,Flight,3,1,180,9,3,low,10-03-2022,14-03-2022,F,29,1414,1,Furniture,Bookcases
1388,F,Ship,4,4,161,8.05,2,Critical ,14-04-2022,23-04-2022,M,59,1941,1,Furniture,Bookcases
1389,A,Ship,5,1,230,11.5,3,low,29-03-2023,07-04-2023,F,43,2994,1,Furniture,Bookcases
1390,B,Ship,5,3,167,8.35,3,low,01-06-2020,05-06-2020,F,51,1573,1,Furniture,Bookcases
1391,C,Ship,4,5,186,9.3,3,low,21-12-2022,24-12-2022,F,16,2693,1,Furniture,Bookcases
1392,F,Ship,4,4,150,7.5,3,Critical,18-05-2020,28-05-2020,M,9,1620,1,Furniture,Bookcases
1393,D,Ship,4,1,253,12.65,7,Critical ,25-04-2023,03-05-2023,M,37,2955,1,Furniture,Bookcases
1394,F,Ship,5,2,239,11.95,2,Critical ,28-11-2023,07-12-2023,F,59,2897,1,Furniture,Bookcases
1395,A,Ship,6,2,294,14.7,4,low,11-05-2022,19-05-2022,M,57,1265,1,Furniture,Bookcases
1396,B,Ship,4,2,158,7.9,4,low,27-11-2021,30-11-2021,F,45,1758,1,Furniture,Bookcases
1397,C,Ship,6,3,135,6.75,5,low,28-09-2020,02-10-2020,F,20,1266,1,Furniture,Bookcases
1398,F,Ship,4,2,238,11.9,3,low,17-02-2020,19-02-2020,F,28,1040,1,Furniture,Bookcases
1399,D,Ship,6,3,213,10.65,3,low,18-10-2020,24-10-2020,M,17,1656,1,Furniture,Bookcases
1400,F,Ship,5,2,165,8.25,2,Critical ,08-02-2020,11-02-2020,F,18,1918,1,Furniture,Bookcases
1401,A,Ship,4,3,247,12.35,4,low,31-05-2022,09-06-2022,M,16,2362,1,Furniture,Bookcases
1402,B,Ship,3,5,152,7.6,6,low,22-03-2022,27-03-2022,F,32,1158,1,Furniture,Bookcases
1403,C,Ship,5,4,199,9.95,4,low,25-07-2021,30-07-2021,M,24,3443,1,Furniture,Bookcases
1404,F,Ship,5,2,268,13.4,3,Critical ,18-09-2022,23-09-2022,F,41,3716,1,Furniture,Bookcases
1405,D,Ship,4,3,150,7.5,2,low,23-03-2023,02-04-2023,M,51,1491,1,Furniture,Bookcases
1406,F,Ship,5,1,190,9.5,4,Critical ,29-10-2020,04-11-2020,M,24,3446,1,Furniture,Bookcases
1407,A,Ship,4,1,153,7.65,4,low,22-10-2022,26-10-2022,M,7,1130,1,Furniture,Bookcases
1408,B,Ship,4,4,185,9.25,3,low,21-07-2020,31-07-2020,M,13,2080,1,Furniture,Bookcases
1409,C,Ship,5,3,274,13.7,3,Critical ,08-08-2021,12-08-2021,F,54,2905,1,Furniture,Bookcases
1410,F,Ship,4,5,258,12.9,2,Critical,25-03-2022,01-04-2022,M,5,3512,1,Furniture,Bookcases
1411,D,Ship,3,4,110,5.5,3,low,12-01-2022,15-01-2022,F,55,1281,1,Furniture,Bookcases
1412,F,Ship,3,2,240,12,6,low,20-03-2021,23-03-2021,F,26,2683,1,Furniture,Bookcases
1413,A,Ship,6,2,118,5.9,2,low,09-01-2021,15-01-2021,F,2,1744,1,Furniture,Bookcases
1414,B,Ship,3,4,243,12.15,2,low,22-02-2020,26-02-2020,F,14,3693,1,Furniture,Bookcases
1415,C,Ship,6,5,225,11.25,6,low,15-04-2023,25-04-2023,F,55,2052,1,Furniture,Bookcases
1416,F,Ship,3,3,238,11.9,4,Critical ,26-03-2023,03-04-2023,M,57,3537,1,Furniture,Bookcases
1417,D,Ship,4,3,127,6.35,5,low,07-06-2021,17-06-2021,F,5,1205,1,Furniture,Bookcases
1418,F,Ship,3,3,166,8.3,2,low,23-09-2023,30-09-2023,F,45,1791,1,Furniture,Bookcases
1419,A,Ship,3,5,180,9,3,low,08-09-2021,15-09-2021,M,6,1228,1,Furniture,Bookcases
1420,B,Ship,4,5,161,8.05,2,Critical ,21-08-2021,27-08-2021,M,55,1457,1,Furniture,Bookcases
1421,C,Ship,5,4,230,11.5,3,low,21-09-2023,01-10-2023,F,39,3989,1,Furniture,Bookcases
1422,F,Ship,5,5,167,8.35,3,low,14-02-2020,24-02-2020,F,53,1564,1,Furniture,Bookcases
1423,D,Ship,4,3,186,9.3,3,low,13-06-2021,20-06-2021,F,25,3851,1,Furniture,Bookcases
1424,F,Ship,4,2,150,7.5,3,Critical,29-05-2023,07-06-2023,F,32,1689,1,Furniture,Bookcases
1425,A,Ship,4,5,253,12.65,7,Critical ,08-03-2020,16-03-2020,F,11,3825,1,Furniture,Bookcases
1426,B,Ship,5,2,239,11.95,2,Critical ,26-04-2020,03-05-2020,F,15,2471,1,Furniture,Bookcases
1427,C,Ship,6,3,294,14.7,4,low,21-08-2020,29-08-2020,M,52,1667,1,Furniture,Bookcases
1428,F,Ship,4,5,158,7.9,4,low,11-03-2022,14-03-2022,F,4,1595,1,Furniture,Bookcases
1429,D,Ship,6,2,135,6.75,5,low,22-09-2023,26-09-2023,M,26,1585,1,Furniture,Bookcases
1430,F,Ship,4,5,238,11.9,3,low,01-12-2022,10-12-2022,M,9,1724,1,Furniture,Bookcases
1431,A,Ship,6,2,265,13.25,3,low,25-08-2023,29-08-2023,M,3,1904,1,Furniture,Bookcases
1432,B,Ship,5,5,180,9,5,Critical ,25-05-2022,03-06-2022,M,35,1725,1,Furniture,Bookcases
1433,C,Ship,7,2,229,11.45,3,low,23-03-2023,02-04-2023,F,43,1793,1,Furniture,Bookcases
1434,F,Ship,3,2,176,8.8,3,low,10-06-2023,14-06-2023,M,51,1297,1,Furniture,Bookcases
1435,D,Ship,3,5,172,8.6,2,Critical ,15-06-2021,24-06-2021,M,60,1840,1,Furniture,Bookcases
1436,F,Ship,6,5,100,5,4,Critical ,26-12-2021,31-12-2021,F,3,1440,1,Furniture,Bookcases
1437,A,Ship,4,3,142,7.1,6,low,01-10-2020,03-10-2020,M,6,1459,1,Furniture,Bookcases
1438,B,Ship,4,3,153,7.65,3,Critical ,04-07-2020,10-07-2020,M,2,1095,1,Furniture,Bookcases
1439,C,Ship,3,4,160,8,4,low,02-05-2020,08-05-2020,F,56,1408,1,Furniture,Bookcases
1440,F,Ship,4,3,217,10.85,3,Critical ,09-03-2020,18-03-2020,F,16,3444,1,Furniture,Bookcases
1441,D,Ship,3,2,273,13.65,3,low,02-09-2022,06-09-2022,M,41,3464,1,Furniture,Bookcases
1442,F,Ship,3,4,133,6.65,3,low,29-11-2023,01-12-2023,M,17,1187,1,Furniture,Bookcases
1443,A,Ship,3,4,155,7.75,4,low,03-02-2021,05-02-2021,M,54,1885,1,Furniture,Bookcases
1444,B,Ship,5,3,184,9.2,4,Critical ,13-08-2022,22-08-2022,F,2,3798,1,Furniture,Bookcases
1445,C,Ship,5,5,230,11.5,3,Critical ,14-10-2022,20-10-2022,M,43,3609,1,Furniture,Bookcases
1446,F,Ship,3,4,254,12.7,3,Critical,07-04-2022,12-04-2022,M,53,3538,1,Furniture,Bookcases
